Phrase	IPA	SoundsLike	DisplayAs
エソメプラゾールカプセル２０ｍｇ「ＹＤ」			エソメプラゾールカプセル２０ｍｇ「ＹＤ」
エソメプラゾールカプセル２０ｍｇ「杏林」			エソメプラゾールカプセル２０ｍｇ「杏林」
エソメプラゾールカプセル２０ｍｇ「ケミファ」			エソメプラゾールカプセル２０ｍｇ「ケミファ」
エソメプラゾールカプセル２０ｍｇ「サワイ」			エソメプラゾールカプセル２０ｍｇ「サワイ」
エソメプラゾールカプセル２０ｍｇ「トーワ」			エソメプラゾールカプセル２０ｍｇ「トーワ」
エソメプラゾールカプセル２０ｍｇ「日新」			エソメプラゾールカプセル２０ｍｇ「日新」
エソメプラゾールカプセル２０ｍｇ「ニプロ」			エソメプラゾールカプセル２０ｍｇ「ニプロ」
タケキャブ錠１０ｍｇ			タケキャブ錠１０ｍｇ
タケキャブ錠２０ｍｇ			タケキャブ錠２０ｍｇ
タケキャブＯＤ錠１０ｍｇ			タケキャブＯＤ錠１０ｍｇ
タケキャブＯＤ錠２０ｍｇ			タケキャブＯＤ錠２０ｍｇ
レスポリックス配合顆粒			レスポリックス配合顆粒
アルロイドＧ顆粒溶解用６７％			アルロイドＧ顆粒溶解用６７％
アルロイドＧ内用液５％			アルロイドＧ内用液５％
マーズレンＳ配合顆粒			マーズレンＳ配合顆粒
マナミンＧＡ配合顆粒			マナミンＧＡ配合顆粒
アズレンスルホン酸ナトリウム・Ｌ－グルタミン配合顆粒「クニヒロ」			アズレンスルホン酸ナトリウム・Ｌ－グルタミン配合顆粒「クニヒロ」
マーズレン配合錠１．０ＥＳ			マーズレン配合錠１．０ＥＳ
マーズレン配合錠０．５ＥＳ			マーズレン配合錠０．５ＥＳ
マーズレン配合錠０．３７５ＥＳ			マーズレン配合錠０．３７５ＥＳ
含糖ペプシン			含糖ペプシン
ジアスターゼ			ジアスターゼ
ジアスターゼ　シオエ			ジアスターゼ　シオエ
ジアスターゼ（山善）			ジアスターゼ（山善）
ジアスターゼ「ニッコー」			ジアスターゼ「ニッコー」
パンクレアチン			パンクレアチン
パンクレアチン「ヨシダ」			パンクレアチン「ヨシダ」
リパクレオン顆粒３００ｍｇ分包			リパクレオン顆粒３００ｍｇ分包
リパクレオンカプセル１５０ｍｇ			リパクレオンカプセル１５０ｍｇ
乾燥酵母			乾燥酵母
苦味チンキ			苦味チンキ
苦味チンキ「ニッコー」			苦味チンキ「ニッコー」
コンズランゴ流エキス			コンズランゴ流エキス
トウヒシロップ			トウヒシロップ
トウヒチンキ			トウヒチンキ
ホミカエキス散			ホミカエキス散
ホミカエキス			ホミカエキス
ホミカチンキ			ホミカチンキ
ケイヒ油			ケイヒ油
希塩酸			希塩酸
ガランターゼ散５０％			ガランターゼ散５０％
ミルラクト細粒５０％			ミルラクト細粒５０％
健胃散「スズ」			健胃散「スズ」
センブリ・重曹散			センブリ・重曹散
フェンラーゼ配合カプセル			フェンラーゼ配合カプセル
ベリチーム配合顆粒			ベリチーム配合顆粒
Ｓ・Ｍ配合散			Ｓ・Ｍ配合散
ＨＭ散			ＨＭ散
ＮＩＭ配合散			ＮＩＭ配合散
Ｍ・Ｍ配合散			Ｍ・Ｍ配合散
ＫＭ散			ＫＭ散
ＹＭ散「イセイ」			ＹＭ散「イセイ」
ケイラーゼＳＡ配合顆粒			ケイラーゼＳＡ配合顆粒
マックターゼ配合錠			マックターゼ配合錠
つくしＡ・Ｍ配合散			つくしＡ・Ｍ配合散
合成ケイ酸アルミニウム			合成ケイ酸アルミニウム
天然ケイ酸アルミニウム			天然ケイ酸アルミニウム
乾燥水酸化アルミニウムゲル細粒			乾燥水酸化アルミニウムゲル細粒
乾燥水酸化アルミニウムゲル			乾燥水酸化アルミニウムゲル
ケイ酸マグネシウム			ケイ酸マグネシウム
酸化マグネシウム			酸化マグネシウム
重質酸化マグネシウム「ケンエー」			重質酸化マグネシウム「ケンエー」
酸化マグネシウム「コザカイ・Ｍ」			酸化マグネシウム「コザカイ・Ｍ」
重質酸化マグネシウム　シオエ			重質酸化マグネシウム　シオエ
重質酸化マグネシウム「東海」			重質酸化マグネシウム「東海」
重質酸化マグネシウム「ニッコー」			重質酸化マグネシウム「ニッコー」
重カマ「ヨシダ」			重カマ「ヨシダ」
酸化マグネシウム原末「マルイシ」			酸化マグネシウム原末「マルイシ」
酸化マグネシウム「ＮＰ」原末			酸化マグネシウム「ＮＰ」原末
ミルマグ錠３５０ｍｇ			ミルマグ錠３５０ｍｇ
ミルマグ内用懸濁液７．２％			ミルマグ内用懸濁液７．２％
炭酸水素ナトリウム			炭酸水素ナトリウム
炭酸水素ナトリウム　シオエ			炭酸水素ナトリウム　シオエ
炭酸水素ナトリウム錠５００ｍｇ「ＶＴＲＳ」			炭酸水素ナトリウム錠５００ｍｇ「ＶＴＲＳ」
沈降炭酸カルシウム			沈降炭酸カルシウム
沈降炭酸カルシウム「ケンエー」			沈降炭酸カルシウム「ケンエー」
炭カル錠５００ｍｇ「旭化成」			炭カル錠５００ｍｇ「旭化成」
酸化マグネシウム細粒８３％「ケンエー」			酸化マグネシウム細粒８３％「ケンエー」
酸化マグネシウム細粒８３％〈ハチ〉			酸化マグネシウム細粒８３％〈ハチ〉
マグミット細粒８３％			マグミット細粒８３％
酸化マグネシウム細粒８３％「ヨシダ」			酸化マグネシウム細粒８３％「ヨシダ」
酸化マグネシウム２５０ｍｇ錠			酸化マグネシウム２５０ｍｇ錠
マグミット錠２５０ｍｇ			マグミット錠２５０ｍｇ
酸化マグネシウム３３０ｍｇ錠			酸化マグネシウム３３０ｍｇ錠
マグミット錠３３０ｍｇ			マグミット錠３３０ｍｇ
マグミット錠２００ｍｇ			マグミット錠２００ｍｇ
酸化マグネシウム錠２００ｍｇ「ヨシダ」			酸化マグネシウム錠２００ｍｇ「ヨシダ」
酸化マグネシウム５００ｍｇ錠			酸化マグネシウム５００ｍｇ錠
マグミット錠５００ｍｇ			マグミット錠５００ｍｇ
酸化マグネシウム錠３００ｍｇ「ヨシダ」			酸化マグネシウム錠３００ｍｇ「ヨシダ」
酸化マグネシウム錠４００ｍｇ「ヨシダ」			酸化マグネシウム錠４００ｍｇ「ヨシダ」
マグミット錠１００ｍｇ			マグミット錠１００ｍｇ
ディクアノン懸濁用配合顆粒			ディクアノン懸濁用配合顆粒
マルファ懸濁用配合顆粒			マルファ懸濁用配合顆粒
マーレッジ懸濁用配合ＤＳ			マーレッジ懸濁用配合ＤＳ
リタロクス懸濁用配合顆粒			リタロクス懸濁用配合顆粒
カスカラサグラダ流エキス（司生堂）			カスカラサグラダ流エキス（司生堂）
アジャストＡコーワ錠４０ｍｇ			アジャストＡコーワ錠４０ｍｇ
ヨーデルＳ糖衣錠－８０			ヨーデルＳ糖衣錠－８０
センノシド１２ｍｇ錠			センノシド１２ｍｇ錠
プルゼニド錠１２ｍｇ			プルゼニド錠１２ｍｇ
硫酸カリウム			硫酸カリウム
硫酸マグネシウム水和物			硫酸マグネシウム水和物
ヒマシ油			ヒマシ油
ヒマシ油「東海」			ヒマシ油「東海」
ヒマシ油（山善）			ヒマシ油（山善）
ヒマシ油「ニッコー」			ヒマシ油「ニッコー」
加香ヒマシ油			加香ヒマシ油
カルメロースナトリウム			カルメロースナトリウム
ピコスルファートナトリウム顆粒１％「ゼリア」			ピコスルファートナトリウム顆粒１％「ゼリア」
ピコスルファートナトリウム２．５ｍｇ錠			ピコスルファートナトリウム２．５ｍｇ錠
ラキソベロン錠２．５ｍｇ			ラキソベロン錠２．５ｍｇ
スナイリンドライシロップ１％			スナイリンドライシロップ１％
ピコスルファートナトリウム０．７５％液			ピコスルファートナトリウム０．７５％液
ラキソベロン内用液０．７５％			ラキソベロン内用液０．７５％
ピコスルファートナトリウム内用液０．７５％「ＪＧ」			ピコスルファートナトリウム内用液０．７５％「ＪＧ」
ピコスルファートＮａ内用液０．７５％「ＮＩＧ」			ピコスルファートＮａ内用液０．７５％「ＮＩＧ」
アミティーザカプセル２４μｇ			アミティーザカプセル２４μｇ
アミティーザカプセル１２μｇ			アミティーザカプセル１２μｇ
スインプロイク錠０．２ｍｇ			スインプロイク錠０．２ｍｇ
グーフィス錠５ｍｇ			グーフィス錠５ｍｇ
ピムロ顆粒			ピムロ顆粒
アローゼン顆粒			アローゼン顆粒
セチロ配合錠			セチロ配合錠
複方甘草散「スズ」			複方甘草散「スズ」
モビコール配合内用剤ＬＤ			モビコール配合内用剤ＬＤ
モビコール配合内用剤ＨＤ			モビコール配合内用剤ＨＤ
ウルソ顆粒５％			ウルソ顆粒５％
ウルソ錠５０ｍｇ			ウルソ錠５０ｍｇ
ウルソデオキシコール酸錠５０ｍｇ「ＪＧ」			ウルソデオキシコール酸錠５０ｍｇ「ＪＧ」
ウルソデオキシコール酸錠５０ｍｇ「トーワ」			ウルソデオキシコール酸錠５０ｍｇ「トーワ」
ウルソデオキシコール酸錠５０ｍｇ「ＮＩＧ」			ウルソデオキシコール酸錠５０ｍｇ「ＮＩＧ」
ウルソデオキシコール酸１００ｍｇ錠			ウルソデオキシコール酸１００ｍｇ錠
ウルソ錠１００ｍｇ			ウルソ錠１００ｍｇ
ウルソデオキシコール酸錠１００ｍｇ「ＪＧ」			ウルソデオキシコール酸錠１００ｍｇ「ＪＧ」
ウルソデオキシコール酸錠１００ｍｇ「サワイ」			ウルソデオキシコール酸錠１００ｍｇ「サワイ」
ウルソデオキシコール酸錠１００ｍｇ「トーワ」			ウルソデオキシコール酸錠１００ｍｇ「トーワ」
ウルソデオキシコール酸錠１００ｍｇ「ＮＩＧ」			ウルソデオキシコール酸錠１００ｍｇ「ＮＩＧ」
チノカプセル１２５			チノカプセル１２５
スパカール錠４０ｍｇ			スパカール錠４０ｍｇ
オンダンセトロンＯＤフィルム２ｍｇ「ＧＦＰ」			オンダンセトロンＯＤフィルム２ｍｇ「ＧＦＰ」
オンダンセトロンＯＤフィルム４ｍｇ「ＧＦＰ」			オンダンセトロンＯＤフィルム４ｍｇ「ＧＦＰ」
カイトリル細粒０．４％			カイトリル細粒０．４％
カイトリル錠１ｍｇ			カイトリル錠１ｍｇ
カイトリル錠２ｍｇ			カイトリル錠２ｍｇ
グラニセトロン内服ゼリー１ｍｇ「ケミファ」			グラニセトロン内服ゼリー１ｍｇ「ケミファ」
グラニセトロン内服ゼリー２ｍｇ「ケミファ」			グラニセトロン内服ゼリー２ｍｇ「ケミファ」
ナゼアＯＤ錠０．１ｍｇ			ナゼアＯＤ錠０．１ｍｇ
アプレピタントカプセル８０ｍｇ「ＮＫ」			アプレピタントカプセル８０ｍｇ「ＮＫ」
アプレピタントカプセル８０ｍｇ「サワイ」			アプレピタントカプセル８０ｍｇ「サワイ」
アプレピタントカプセル１２５ｍｇ「ＮＫ」			アプレピタントカプセル１２５ｍｇ「ＮＫ」
アプレピタントカプセル１２５ｍｇ「サワイ」			アプレピタントカプセル１２５ｍｇ「サワイ」
アプレピタントカプセルセット「ＮＫ」			アプレピタントカプセルセット「ＮＫ」
アプレピタントカプセルセット「サワイ」			アプレピタントカプセルセット「サワイ」
プリンペラン細粒２％			プリンペラン細粒２％
メトクロプラミド細粒２％「ツルハラ」			メトクロプラミド細粒２％「ツルハラ」
メトクロプラミド５ｍｇ錠			メトクロプラミド５ｍｇ錠
プリンペラン錠５			プリンペラン錠５
プリンペランシロップ０．１％			プリンペランシロップ０．１％
ドンペリドン５ｍｇ錠			ドンペリドン５ｍｇ錠
ナウゼリン錠５			ナウゼリン錠５
ドンペリドン錠５ｍｇ「ＥＭＥＣ」			ドンペリドン錠５ｍｇ「ＥＭＥＣ」
ドンペリドン１０ｍｇ錠			ドンペリドン１０ｍｇ錠
ナウゼリン錠１０			ナウゼリン錠１０
ドンペリドン錠１０ｍｇ「ＥＭＥＣ」			ドンペリドン錠１０ｍｇ「ＥＭＥＣ」
ナウゼリンＯＤ錠５			ナウゼリンＯＤ錠５
ナウゼリンＯＤ錠１０			ナウゼリンＯＤ錠１０
ナウゼリンドライシロップ１％			ナウゼリンドライシロップ１％
ドンペリドンＤＳ小児用１％「サワイ」			ドンペリドンＤＳ小児用１％「サワイ」
トリメブチンマレイン酸塩細粒２０％「ツルハラ」			トリメブチンマレイン酸塩細粒２０％「ツルハラ」
トリメブチンマレイン酸塩１００ｍｇ錠			トリメブチンマレイン酸塩１００ｍｇ錠
ガナトン錠５０ｍｇ			ガナトン錠５０ｍｇ
イトプリド塩酸塩錠５０ｍｇ「サワイ」			イトプリド塩酸塩錠５０ｍｇ「サワイ」
